City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
188,Mount Isa,AU,-20.7333,139.5,74.97,94,43,1.14,scattered clouds
189,Tiznit,MA,29.5833,-9.5,63.18,46,0,8.01,clear sky
190,Ribeira Grande,PT,38.5167,-28.7,63.0,82,75,19.57,broken clouds
191,Falam,MM,22.9167,93.6833,43.14,47,2,2.51,clear sky
192,Kalangala,UG,-0.3089,32.225,72.75,65,100,11.48,overcast clouds
193,Abu Samrah,SY,35.3029,37.1841,51.96,59,0,5.14,clear sky
194,Lyuban,BY,52.7985,28.0048,28.74,80,10,10.18,clear sky
195,Cabo San Lucas,MX,22.8909,-109.9124,76.6,33,20,8.05,few clouds
196,Grindavik,IS,63.8424,-22.4338,25.27,74,0,10.36,clear sky
197,Arraial Do Cabo,BR,-22.9661,-42.0278,82.26,69,40,8.05,scattered clouds
198,Linxia,CN,35.6003,103.2064,13.95,71,2,5.06,clear sky
199,Natal,BR,-5.795,-35.2094,88.45,66,75,14.97,broken clouds
200,Lavrentiya,RU,65.5833,-171.0,-19.01,94,11,6.96,few clouds
201,Kruisfontein,ZA,-34.0033,24.7314,72.72,88,42,8.72,scattered clouds
202,Sinnamary,GF,5.3833,-52.95,79.95,81,75,12.24,broken clouds
203,Kurayoshi,JP,35.4333,133.8167,39.99,80,40,3.56,scattered clouds
204,La Rioja,ES,42.25,-2.5,52.05,84,91,3.51,overcast clouds
205,Mehamn,NO,71.0357,27.8492,26.55,80,75,20.71,light shower snow
206,Cidreira,BR,-30.1811,-50.2056,79.65,68,8,15.97,clear sky
207,Oistins,BB,13.0667,-59.5333,80.69,69,75,24.16,broken clouds
208,Warrington,GB,53.3925,-2.5802,47.44,87,75,23.02,broken clouds
209,Atasu,KZ,48.6814,71.6433,10.83,97,100,12.21,overcast clouds
210,Guerrero Negro,MX,27.9769,-114.0611,67.08,47,100,3.78,overcast clouds
211,Turukhansk,RU,65.8167,87.9833,-12.1,80,1,8.72,clear sky
212,Axim,GH,4.8699,-2.2405,83.61,69,98,8.14,overcast clouds
213,Morros,BR,-9.4467,-46.3003,84.33,60,36,3.98,scattered clouds
214,Independence,US,39.0911,-94.4155,22.48,48,0,9.22,clear sky
215,Port Elizabeth,ZA,-33.918,25.5701,74.8,89,32,15.77,scattered clouds
216,Aklavik,CA,68.2191,-135.0107,-37.66,100,49,1.99,scattered clouds
217,Port Augusta,AU,-32.5,137.7667,73.62,26,48,4.41,scattered clouds
218,Vila Velha,BR,-20.3297,-40.2925,76.95,91,75,10.36,light rain
219,Klaksvik,FO,62.2266,-6.589,40.12,87,100,11.01,overcast clouds
220,Mosetse,BW,-20.75,26.65,80.42,36,100,4.0,overcast clouds
221,Agadir,MA,30.4202,-9.5982,72.05,45,0,7.45,clear sky
222,Kloulklubed,PW,7.0419,134.2556,81.1,76,72,23.94,broken clouds
223,Cherskiy,RU,68.75,161.3,-23.37,98,100,9.31,overcast clouds
224,Kadoshkino,RU,54.0257,44.4191,25.92,97,100,9.1,light snow
225,Nizhniy Tsasuchey,RU,50.5167,115.1333,-18.42,98,30,3.13,scattered clouds
226,Portland,US,45.5234,-122.6762,53.37,53,0,11.01,clear sky
227,Saint George,US,37.1041,-113.5841,54.54,23,0,6.91,clear sky
228,Komsomolskiy,UZ,40.4272,71.7189,40.42,87,100,2.3,mist
229,Babaeski,TR,41.4325,27.0931,44.91,78,100,13.65,overcast clouds
230,Koungou,YT,-12.7336,45.2042,80.31,78,0,5.75,clear sky
231,Kirakira,SB,-10.4544,161.9205,77.54,88,100,5.19,overcast clouds
232,Inuvik,CA,68.3499,-133.7218,-37.07,99,34,1.86,scattered clouds
233,Torbay,CA,47.6666,-52.7314,42.28,76,100,19.57,overcast clouds
234,Santa Maria Da Vitoria,BR,-13.3947,-44.1886,83.86,68,62,0.58,broken clouds
235,Nipawin,CA,53.3668,-104.0009,-9.87,92,82,4.43,broken clouds
236,Meghri,AM,38.9029,46.2446,40.78,65,1,6.17,clear sky
237,Siteki,SZ,-26.45,31.95,71.51,65,0,8.68,clear sky
238,Mamontovo,RU,52.7055,81.6244,1.99,87,5,10.51,clear sky
239,Provideniya,RU,64.3833,-173.3,-12.17,83,4,5.73,clear sky
240,San Patricio,US,28.017,-97.5169,66.87,61,13,20.15,few clouds
241,Romanu,RO,45.2833,27.7333,42.64,46,69,13.11,broken clouds
242,Half Moon Bay,US,37.4636,-122.4286,65.88,74,0,3.44,haze
243,Nichinan,JP,31.6,131.3667,53.62,92,100,5.35,overcast clouds
244,Sola,VU,-13.8833,167.55,77.92,82,100,7.76,overcast clouds
245,Chalmette,US,29.9427,-89.9634,67.08,63,0,13.8,clear sky
246,Nicolas Bravo,MX,18.45,-88.9167,79.68,70,77,4.59,broken clouds
247,Smithers,CA,54.7804,-127.1743,23.54,89,100,1.5,overcast clouds
248,Meulaboh,ID,4.1363,96.1285,77.85,86,76,4.09,broken clouds
249,Almaznyy,RU,48.0448,40.045,37.54,98,100,14.05,overcast clouds
250,Flin Flon,CA,54.7682,-101.865,-9.63,86,31,5.21,scattered clouds
251,Ojinaga,MX,29.5667,-104.4167,55.42,40,40,21.85,scattered clouds
252,Oudtshoorn,ZA,-33.5907,22.2014,68.36,41,67,10.87,broken clouds
253,Ibra,OM,22.6906,58.5334,70.86,31,0,5.19,clear sky
254,Kargasok,RU,59.0556,80.8572,-6.38,99,66,8.72,broken clouds
255,Clyde River,CA,70.4692,-68.5914,-16.58,87,100,23.4,overcast clouds
256,Prescott,US,34.54,-112.4685,54.9,21,0,4.0,clear sky
257,Nizhniy Kuranakh,RU,58.8353,125.4869,-24.9,99,99,1.68,overcast clouds
258,Necochea,AR,-38.5473,-58.7368,68.04,45,1,11.56,clear sky
259,Palmer,US,42.1584,-72.3287,59.61,46,100,13.8,overcast clouds
260,Khash,IR,28.2211,61.2158,54.48,32,0,0.54,clear sky
261,Avera,US,33.194,-82.5271,63.91,48,98,4.32,overcast clouds
262,Morehead,US,37.2711,-87.1764,31.14,63,75,13.8,broken clouds
263,Birjand,IR,32.8663,59.2211,46.0,72,100,5.93,overcast clouds
264,Fredericksburg,US,38.3032,-77.4605,66.81,38,0,3.44,clear sky
