City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
265,Tabuk,PH,17.4189,121.4443,69.94,89,100,4.25,overcast clouds
266,Tilichiki,RU,60.4667,166.1,-21.44,92,10,8.97,clear sky
267,Suleja,NG,9.1758,7.1808,92.77,9,92,3.89,overcast clouds
268,Salalah,OM,17.0151,54.0924,77.09,61,75,5.75,broken clouds
269,Damavand,IR,35.7178,52.065,37.24,81,67,5.66,broken clouds
270,Saint-Paul,RE,-21.0096,55.2707,78.91,75,23,4.0,few clouds
271,Severo-Kurilsk,RU,50.6789,156.125,18.27,79,69,2.28,broken clouds
272,Upernavik,GL,72.7868,-56.1549,-4.85,98,100,15.05,overcast clouds
273,Ostrovnoy,RU,68.0531,39.5131,26.15,96,88,4.97,light snow
274,Bressanone,IT,46.715,11.656,40.77,70,0,0.94,clear sky
275,Paamiut,GL,61.994,-49.6678,21.16,94,100,13.44,light snow
276,Moron,AR,-34.6534,-58.6198,70.02,61,71,7.63,broken clouds
277,Pombas,CV,17.1503,-25.0201,78.58,69,100,11.03,overcast clouds
278,Rio Gallegos,AR,-51.6226,-69.2181,64.33,34,100,35.43,overcast clouds
279,Qurayyat,SA,31.3318,37.3428,54.37,40,0,3.6,clear sky
280,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,78,100,3.09,overcast clouds
281,Opuwo,NA,-18.0607,13.84,74.12,69,99,9.57,moderate rain
282,Khoy,IR,38.5504,44.9535,32.5,66,3,4.94,clear sky
283,Shinpokh,PK,34.3292,71.1782,56.61,35,4,1.34,clear sky
284,Houma,US,29.5958,-90.7195,69.8,62,0,10.36,clear sky
285,Laguna,US,38.421,-121.4238,66.97,74,0,1.01,clear sky
286,Hami,CN,42.8,93.45,28.56,53,80,1.12,broken clouds
287,Marsabit,KE,2.3284,37.9899,75.25,31,23,6.93,few clouds
288,Tual,ID,-5.6667,132.75,82.6,72,12,3.71,few clouds
289,Goroka,PG,-6.0834,145.3873,57.79,94,89,1.74,overcast clouds
290,Hutchinson,US,38.0608,-97.9298,28.35,40,0,8.05,clear sky
291,Blackwater,AU,-23.5833,148.8833,70.47,80,21,10.33,few clouds
292,Zyryanka,RU,65.75,150.85,-33.12,97,10,7.34,clear sky
293,Sur,OM,22.5667,59.5289,70.61,61,1,9.64,clear sky
294,Geraldton,AU,-28.7667,114.6,72.01,78,5,14.97,clear sky
295,Padang,ID,-0.9492,100.3543,77.97,81,96,3.44,overcast clouds
296,Vanimo,PG,-2.6741,141.3028,77.74,86,91,6.89,overcast clouds
297,College,US,64.8569,-147.8028,-6.0,78,75,4.61,broken clouds
298,Peniche,PT,39.3558,-9.3811,62.76,76,80,8.72,broken clouds
299,Tabou,CI,4.423,-7.3528,82.29,72,48,10.87,scattered clouds
300,Mossendjo,CG,-2.9506,12.7261,74.16,92,97,1.7,light rain
301,Manokwari,ID,-0.8667,134.0833,77.0,81,96,6.82,overcast clouds
302,Aguimes,ES,27.9054,-15.4461,67.66,64,20,26.46,few clouds
303,Shubarkuduk,KZ,49.1447,56.4872,27.75,90,100,12.44,overcast clouds
304,Posse,BR,-14.0931,-46.3694,78.91,63,79,3.49,broken clouds
305,Marabba,SD,12.35,32.1833,84.47,19,1,11.77,clear sky
306,Comodoro Rivadavia,AR,-45.8667,-67.5,84.06,26,0,11.5,clear sky
307,Pangnirtung,CA,66.1451,-65.7125,-3.24,98,100,6.51,light snow
308,Manmad,IN,20.25,74.45,70.56,33,6,9.19,clear sky
309,Ixtapa,MX,20.7,-105.2,76.23,47,0,0.0,clear sky
310,Ust-Tsilma,RU,65.441,52.1498,14.85,95,100,7.14,light snow
311,Acapulco,MX,16.8634,-99.8901,82.22,57,75,4.61,broken clouds
312,Lazaro Cardenas,MX,17.9583,-102.2,84.79,32,92,1.61,overcast clouds
313,Ancud,CL,-41.8697,-73.8203,77.23,62,72,6.24,broken clouds
314,Kyzyl-Mazhalyk,RU,51.1333,90.6,-24.02,95,73,0.25,broken clouds
315,Carnarvon,AU,-24.8667,113.6333,82.47,69,100,10.36,overcast clouds
316,Hambantota,LK,6.1241,81.1185,77.43,85,77,10.76,broken clouds
317,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,96.53,28,6,0.63,clear sky
318,Lorengau,PG,-2.0226,147.2712,80.76,76,95,4.09,overcast clouds
319,Male,MV,4.1748,73.5089,80.26,79,100,9.4,light rain
320,Garowe,SO,8.4054,48.4845,77.76,32,70,11.63,broken clouds
321,Faanui,PF,-16.4833,-151.75,79.74,76,80,13.13,light rain
322,Tortoli,IT,39.9256,9.6572,53.67,84,58,8.34,broken clouds
323,Eureka,US,40.8021,-124.1637,52.99,54,0,2.51,clear sky
324,Kamina,CD,-8.7386,24.9906,66.54,92,68,3.36,broken clouds
325,Yerofey Pavlovich,RU,53.9667,121.9667,-18.4,95,45,3.65,scattered clouds
326,Port-Gentil,GA,-0.7193,8.7815,81.25,80,75,10.47,broken clouds
327,Chabahar,IR,25.2919,60.643,71.33,62,0,11.03,clear sky
328,Zhezkazgan,KZ,47.8043,67.7144,24.78,93,100,13.42,overcast clouds
329,Suntar,RU,62.1444,117.6319,-24.02,100,94,3.02,overcast clouds
330,Nechi,CO,8.0942,-74.7757,91.31,49,38,2.84,scattered clouds
331,Hun,LY,29.1268,15.9477,59.59,30,0,6.26,clear sky
332,Qaqortoq,GL,60.7167,-46.0333,32.5,98,100,3.0,snow
333,Camana,PE,-16.6228,-72.7111,75.36,70,45,10.56,scattered clouds
334,Constitucion,CL,-35.3333,-72.4167,72.84,51,1,7.05,clear sky
335,Tafresh,IR,34.692,50.013,34.63,84,48,1.23,scattered clouds
336,Vao,NC,-22.6667,167.4833,79.95,82,100,6.2,overcast clouds
337,La Orilla,MX,17.9833,-102.2333,85.46,30,91,0.65,overcast clouds
338,Dunedin,NZ,-45.8742,170.5036,50.81,73,100,8.01,overcast clouds
339,Traverse City,US,44.7631,-85.6206,13.98,65,75,8.05,broken clouds
340,Baiquan,CN,47.5833,126.0833,-16.56,100,73,5.53,broken clouds
341,Ovalle,CL,-30.5983,-71.2003,82.85,40,0,8.68,clear sky
342,Devonport,AU,-41.1667,146.35,53.1,82,66,7.74,broken clouds
343,Tavda,RU,58.0425,65.2726,-2.81,100,95,3.67,overcast clouds
344,Katsuura,JP,35.1333,140.3,41.14,57,99,3.33,overcast clouds
345,Hamilton,US,39.1834,-84.5333,32.4,80,100,11.5,overcast clouds
346,Mandan,US,46.8267,-100.8896,17.04,72,75,9.22,broken clouds
347,La Ronge,CA,55.1001,-105.2842,-13.47,94,55,2.8,broken clouds
348,Grafton,US,42.207,-71.6856,60.21,46,40,13.8,scattered clouds
349,Pevek,RU,69.7008,170.3133,-25.02,98,100,8.86,overcast clouds
350,Talara,PE,-4.5772,-81.2719,83.16,54,40,11.5,scattered clouds
351,Zhangye,CN,38.9342,100.4517,26.98,53,100,11.9,overcast clouds
352,Faya,SA,18.3851,42.4509,57.72,75,28,3.13,scattered clouds
353,Corner Brook,CA,48.9667,-57.9484,40.21,100,100,7.83,overcast clouds
354,Kavaratti,IN,10.5669,72.642,80.83,70,1,7.72,clear sky
355,Prince Rupert,CA,54.3161,-130.3201,39.07,79,100,2.68,overcast clouds
